PLACEKEY,PARENT_PLACEKEY,LOCATION_NAME,RAW_VISIT_COUNTS,address,RAW_VISITOR_COUNTS,VISITS_BY_DAY,VISITOR_HOME_CBGS,MEDIAN_DWELL,POI_CBG,SAFEGRAPH_BRAND_IDS,BRANDS,STORE_ID,TOP_CATEGORY,SUB_CATEGORY,CATEGORY_TAGS,NAICS_CODE,LATITUDE,LONGITUDE,STREET_ADDRESS,CITY,REGION,POSTAL_CODE,OPEN_HOURS,OPENED_ON,CLOSED_ON,TRACKING_CLOSED_SINCE,WEBSITES,GEOMETRY_TYPE,POLYGON_WKT,POLYGON_CLASS,ENCLOSED,PHONE_NUMBER,IS_SYNTHETIC,INCLUDES_PARKING_LOT,ISO_COUNTRY_CODE,WKT_AREA_SQ_METERS,DATE_RANGE_START,DATE_RANGE_END,VISITOR_HOME_AGGREGATION,VISITOR_DAYTIME_CBGS,VISITOR_COUNTRY_OF_ORIGIN,DISTANCE_FROM_HOME,BUCKETED_DWELL_TIMES,RELATED_SAME_DAY_BRAND,RELATED_SAME_MONTH_BRAND,POPULARITY_BY_HOUR,POPULARITY_BY_DAY,DEVICE_TYPE,NORMALIZED_VISITS_BY_STATE_SCALING,NORMALIZED_VISITS_BY_REGION_NAICS_VISITS,NORMALIZED_VISITS_BY_REGION_NAICS_VISITORS,NORMALIZED_VISITS_BY_TOTAL_VISITS,NORMALIZED_VISITS_BY_TOTAL_VISITORS,geometry,parent_flag,nearby_stops,nearby_stop_distances,num_nearby_stops,three_cat_label,place_category,place_subcategory,adjusted_cbg_visitors,early_morning_visits,breakfast_visits,morning_work_hours_visits,lunch_visits,afternoon_visits,dinner_visits,nighttime_visits,work_hours_visits,popularity_by_hour_sum,visits_by_day_sum,visitor_counts_cbg_scaled,visits_per_visitor,visit_counts_cbg_scaled,adjusted_visits_by_day,adjusted_popularity_by_day,adjusted_raw_visit_counts,weighted_median_distance_from_home,median_distance_from_home
223-224@8gk-tv4-kcq,,Liberty National Auto Club,1208.0,"2001 3rd Ave S, Birmingham, AL, 35233, US",824.0,"[57,18,28,52,53,69,29,19,58,27,52,26,58,27,34,20,25,55,31,31,56,54,93,17,16,18,17,17,39,37,75]","{""010730045001"":49,""010730027001"":28,""010730129102"":21,""010730129073"":14,""010970072022"":14,""011170302133"":14,""010150021021"":14,""010730108012"":14,""483290004012"":14,""011339657002"":14,""010730027003"":14,""011170303314"":14,""010730129101"":14,""010730102002"":14,""010730111103"":14,""371350109013"":14,""170770116003"":7,""120570069005"":7,""010730131002"":7,""010730038033"":7,""010439642006"":7,""011150401032"":7,""010730126023"":7,""010550011002"":7,""010730108022"":7,""010730117042"":7,""010730023062"":7,""010730117031"":7,""010730039001"":7,""010730120024"":7,""010730120022"":7,""010730011003"":7,""010730129132"":7,""010730100023"":7,""010090506011"":7,""131171301042"":7,""470930058092"":7,""010730059082"":7,""131210078051"":7,""010730144132"":7,""011170303051"":7,""010730023052"":7,""011150402052"":7,""010730144091"":7,""471550809011"":7,""010730124012"":7,""010730059033"":7,""010730142044"":7,""010890110211"":7,""010150025012"":7,""120330035051"":7,""010730050001"":7,""010730047013"":7,""011091890004"":7,""010730023031"":7,""371830540131"":7,""010090507003"":7,""011170303302"":7,""010539705001"":7,""011170307011"":7,""010730111084"":7,""130510108034"":7,""250277382021"":7,""131210019002"":7,""010510306001"":7,""010730059032"":7,""010730108015"":7,""010070100021"":7,""010950312002"":7,""010090506024"":7,""011170303451"":7,""010770115021"":7,""011250112001"":7,""011010026004"":7,""132150106052"":7,""011170303062"":7,""060855051001"":7,""010730142032"":7,""010730024002"":7,""010730023063"":7,""011170303203"":7,""010730049022"":7,""120310172001"":7,""011170302173"":7,""010030107042"":7,""011210109002"":7,""010730107031"":7,""010730030012"":7,""010730111075"":7,""011170303421"":7,""010030110001"":7,""010730111073"":7}",13.0,10730045001,,,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,,524210.0,33.509924,-86.802376,2001 3rd Ave S,Birmingham,AL,35233,,,,,,POLYGON,"POLYGON ((-86.80116998999995 33.51049712100007, -86.80071349699995 33.50978340100005, -86.80107430199996 33.50962589200003, -86.80108504299994 33.50964268600006, -86.80113585999999 33.50962050100003, -86.80133456799996 33.509931179000034, -86.80177159799996 33.50974039100004, -86.80178502399997 33.50976138300007, -86.80208484499997 33.50963049200004, -86.80206873399999 33.50960530200007, -86.80216528599999 33.509563150000076, -86.80217602699997 33.50957994300006, -86.80219127199996 33.50957328800007, -86.80244637699997 33.50997212900006, -86.80173493299998 33.51028271700005, -86.80172150599998 33.51026172600007, -86.80164019799997 33.51029722100003, -86.80165093999994 33.51031401500006, -86.80147815899994 33.510389443000065, -86.80146473299999 33.51036845100003, -86.80116998999995 33.51049712100007))",SHARED_POLYGON,False,12053254357.0,False,False,US,8391.0,2023-12-01 00:00:00.000,2024-01-01 00:00:00.000,"{""01073004500"":49,""01073002700"":42,""01073012910"":35,""01073010801"":21,""01073002306"":14,""37135010901"":14,""01073011107"":14,""01073011110"":14,""01117030213"":14,""01133965700"":14,""48329000401"":14,""01097007202"":14,""01073005903"":14,""01073012002"":14,""01073010200"":14,""01073012907"":14,""01015002102"":14,""01117030331"":14,""01073002400"":7,""01051030600"":7,""01073012913"":7,""01073004701"":7,""13121007805"":7,""01009050602"":7,""01117030306"":7,""01073014409"":7,""01073001100"":7,""01053970500"":7,""01117030342"":7,""13051010803"":7,""01009050700"":7,""01121010900"":7,""01073005000"":7,""01073003900"":7,""01009050601"":7,""01077011502"":7,""01003011000"":7,""01095031200"":7,""13215010605"":7,""12033003505"":7,""01073010802"":7,""17077011600"":7,""01073012401"":7,""01117030217"":7,""01073011108"":7,""01073004902"":7,""13121001900"":7,""12057006900"":7,""01073014203"":7,""01073011703"":7,""01007010002"":7,""01073012602"":7,""01089011021"":7,""47155080901"":7,""01115040103"":7,""01015002501"":7,""25027738202"":7,""01073003001"":7,""01125011200"":7,""01073014413"":7,""01073005908"":7,""01117030330"":7,""01043964200"":7,""01003010704"":7,""47093005809"":7,""01101002600"":7,""01073002303"":7,""01073011704"":7,""37183054013"":7,""06085505100"":7,""01073013100"":7,""01073003803"":7,""01055001100"":7,""01115040205"":7,""01117030701"":7,""01109189000"":7,""12031017200"":7,""01073014204"":7,""01073010703"":7,""01117030305"":7,""13117130104"":7,""01073002305"":7,""01117030320"":7,""01073010002"":7,""01117030345"":7}","{""010730045001"":97,""010730027001"":56,""010730107022"":14,""371350109013"":14,""010970072022"":14,""011170302133"":14,""170770116003"":14,""010730129101"":14,""010730027003"":14,""131350505362"":14,""010730024002"":14,""483290004012"":14,""010150021021"":14,""010730120024"":7,""010090506011"":7,""011091891004"":7,""010090501023"":7,""010730144091"":7,""011091890003"":7,""011170303302"":7,""010730119013"":7,""011270203004"":7,""010150011003"":7,""011170303034"":7,""011170303203"":7,""011339657002"":7,""131210116234"":7,""010730059082"":7,""010510306001"":7,""010550010001"":7,""010730129132"":7,""010939640003"":7,""010730030012"":7,""010730023031"":7,""011070500002"":7,""010890110211"":7,""010439642006"":7,""132150106052"":7,""011170303051"":7,""010150011001"":7,""010730047013"":7,""130299201012"":7,""010730023062"":7,""010730056002"":7,""011250107031"":7,""010730038033"":7,""011010026004"":7,""010730129052"":7,""011250123032"":7,""010950309031"":7,""120310172001"":7,""010730109007"":7,""250277382021"":7,""010030107042"":7,""010730144132"":7,""010730003002"":7,""010090506024"":7,""131210116162"":7,""010730059033"":7,""010730131002"":7,""010730117042"":7,""010730111075"":7,""010730111111"":7,""470930058031"":7,""010730004003"":7,""010730100023"":7,""010090507003"":7,""010730108012"":7,""120330035051"":7,""010730129071"":7,""010730107031"":7,""010599734003"":7,""010030110001"":7,""010730142044"":7,""011170307011"":7,""010730023063"":7,""010730142041"":7,""010730129073"":7,""010730129102"":7,""121010319022"":7,""011150402052"":7,""131210078051"":7,""011010054063"":7,""011170303451"":7}","{""US"":801}",,"{ ""<5"":838, ""5-20"":66, ""21-60"":20, ""61-240"":78, "">240"":203}","{""University of Alabama at Birmingham (UAB) Health System"":229,""SpringHill Suites by Marriott"":197,""Chevron"":167,""Publix Pharmacy"":148,""Shell Oil"":114,""Courtyard by Marriott"":103,""McAlister's Deli"":100,""Moe's Southwest Grill"":100,""Waffle House"":99,""Publix Super Markets"":91,""Subway"":87,""Pizza Hut"":78,""Walmart Pharmacy"":75,""Walmart"":74,""Jackson Hewitt Tax Service"":71,""Panera Bread"":71,""Milo's Hamburgers"":69,""Au Bon Pain"":68,""Walmart Photo Center"":68}","{""Walmart Pharmacy"":555,""Shell Oil"":552,""Walmart"":552,""Jackson Hewitt Tax Service"":532,""Chevron"":529,""Walmart Photo Center"":526,""Walmart Vision Center"":514,""Subway"":498,""Walmart Auto Care Center"":455,""Publix Pharmacy"":441,""Publix Super Markets"":415,""Starbucks"":409,""CVS Pharmacy"":407,""Marathon"":360,""University of Alabama at Birmingham (UAB) Health System"":360,""Pizza Hut"":340,""Chick-fil-A"":332,""Woodforest National Bank"":314,""McDonald's"":311}","[29, 39, 36, 14, 8, 0, 30, 58, 24, 78, 57, 161, 164, 52, 108, 117, 102, 78, 101, 131, 37, 23, 50, 31]","{""Monday"":175,""Tuesday"":128,""Wednesday"":175,""Thursday"":129,""Friday"":203,""Saturday"":226,""Sunday"":172}","{""ios"":507,""android"":104}",16374.0,0.04799313167,0.06476957283,0.0004574221279,0.004206650823,POINT (517689.0092437647 3707299.680509156),0,"['20th St & 4th Ave S', '20th St & 3rd Ave S', '3rd Ave S & 20th St S', '20th St S & 3rd Ave S']","[82.87746058740007, 28.74705281789815, 63.62319182320376, 11.399449058416867]",4,"Agencies, Brokerages, and Other Insurance Related Activities-Insurance Agencies and Brokerages","Financial, Legal, Real Estate and Insurance Services",Insurance Agency,"{10730045001: 367.2182651966046, 10730027001: 61.353857168426714, 10730129102: 503.62895098488315, 10730129073: 419.3533911269761, 11170302133: 400.25051258154707, 10730108012: 624.3489805595068, 10730027003: 101.04104104104104, 11170303314: 419.6319465532948, 10730129101: 428.50386100386095, 10730102002: 781.2176386913229, 10730111103: 242.6888426888427, 10730131002: 479.5067567567568, 10730038033: 213.19144144144144, 10730126023: 166.65585585585583, 10730108022: 549.4393822393822, 10730117042: 94.81240063593006, 10730023062: 579.3200568990043, 10730117031: 112.99470462829242, 10730039001: 176.90945945945944, 10730120024: 115.36586059743954, 10730120022: 90.12036036036037, 10730011003: 187.49159970781594, 10730129132: 226.07389040416564, 10730100023: 93.69050911376492, 10090506011: 101.96978080442646, 10730059082: 185.15399120050282, 10730144132: 190.03963963963963, 11170303051: 191.58142758142756, 10730023052: 705.5626535626536, 10730144091: 208.01584342963656, 10730124012: 235.13030888030886, 10730059033: 189.4876414876415, 10730142044: 146.46985446985448, 10730050001: 267.66609647622306, 10730047013: 347.0018856065368, 10730023031: 277.3007846556234, 10090507003: 90.23943406493743, 11170303302: 290.76817662733157, 11170307011: 148.4377931650659, 10730111084: 90.73481402194273, 10730059032: 304.2558051008755, 10730108015: 494.974716652136, 11170303451: 68.94504504504505, 11170303062: 118.4532879336029, 10730142032: 145.23171512744972, 10730024002: 152.66856330014227, 10730023063: 431.0888030888031, 11170303203: 170.7605723370429, 10730049022: 239.1827027027027, 11170302173: 237.25555258228528, 10730107031: 399.704954954955, 10730030012: 486.2342342342342, 10730111075: 170.15267899478425, 11170303421: 192.70967741935482, 10730111073: 133.81035272560698}",126,190,218,216,327,310,141,444.7578534031413,1528,1208,14845.798353568745,1.4660194174757282,21764.228654260976,"[1027, 324, 504, 937, 955, 1243, 522, 342, 1045, 486, 937, 468, 1045, 486, 613, 360, 450, 991, 559, 559, 1009, 973, 1676, 306, 288, 324, 306, 306, 703, 667, 1351]","[522, 703, 649, 252, 144, 0, 541, 1045, 432, 1405, 1027, 2901, 2955, 937, 1946, 2108, 1838, 1405, 1820, 2360, 667, 414, 901, 559]",21762,10998.875537929096,13892.337022114052
225-223@8gk-tvs-nbk,,Moss Rock Tacos & Tequila,223.0,"616 Preserve Pkwy, Hoover, AL, 35226, US",97.0,"[12,11,5,6,6,5,6,9,7,6,7,6,8,8,9,9,8,6,6,8,6,7,8,6,7,7,6,6,11,5,6]","{""010730144062"":11,""011170303301"":6,""010730144121"":6,""010730144133"":6,""010730029003"":6,""010730144091"":6,""010730144132"":6,""010810407002"":6,""010730144102"":6}",68.0,10730144133,,,,Restaurants and Other Eating Places,Full-Service Restaurants,"Bar or Pub,Brunch,Late Night,Mexican Food",722511.0,33.38118,-86.83892,616 Preserve Pkwy,Hoover,AL,35226,"{ ""Mon"": [[""11:00"", ""21:00""]], ""Tue"": [[""11:00"", ""21:00""]], ""Wed"": [[""11:00"", ""21:00""]], ""Thu"": [[""11:00"", ""21:00""]], ""Fri"": [[""11:00"", ""21:00""]], ""Sat"": [[""11:00"", ""21:00""]], ""Sun"": [[""11:00"", ""21:00""]] }",,,,mossrocktacos.com,POLYGON,"POLYGON ((-86.83903526079291 33.38123575673226, -86.83896384697789 33.381284820521756, -86.8388042555415 33.38112454004498, -86.83887768101329 33.38107335240651, -86.83903526079291 33.38123575673226))",OWNED_POLYGON,False,12057831130.0,False,False,US,202.0,2023-12-01 00:00:00.000,2024-01-01 00:00:00.000,"{""01073014413"":11,""01073014406"":11,""01073002900"":6,""01073014409"":6,""01081040700"":6,""01117030330"":6,""01073014412"":6,""01073014410"":6}","{""010730144121"":11,""010730144062"":11,""010730107041"":6,""011170303301"":6,""010730144091"":6,""010730144133"":6,""010730143021"":6,""010730129081"":6}","{""US"":55}",,"{ ""<5"":151, ""5-20"":15, ""21-60"":8, ""61-240"":36, "">240"":10}","{""Shell Oil"":19,""Pizza Hut"":12,""Publix Pharmacy"":12,""Publix Super Markets"":12,""Chevron"":10,""Starbucks"":10,""Target"":10,""CVS Pharmacy"":8,""Club4Fitness"":8,""Goldfish Swim School"":8,""Target Optical"":8,""pOpshelf"":8,""At Home"":6,""Burn Boot Camp"":6,""Chick-fil-A"":6,""Exxon Mobil"":6,""Jackson Hewitt Tax Service"":6,""Sotheby’s International Realty"":6,""Waffle House"":6}","{""Shell Oil"":64,""Walmart Pharmacy"":60,""Publix Pharmacy"":58,""Starbucks"":56,""Walmart"":56,""Walmart Photo Center"":56,""Walmart Vision Center"":56,""Jackson Hewitt Tax Service"":54,""Chevron"":51,""Target"":51,""Walmart Auto Care Center"":51,""Pizza Hut"":47,""Publix Super Markets"":47,""SmartStyle Family Hair Salons"":47,""Target Optical"":43,""T-Mobile"":41,""CVS Pharmacy"":38,""Costco"":38,""Costco Optical"":38}","[0, 0, 0, 0, 0, 4, 0, 0, 5, 2, 11, 24, 24, 25, 28, 39, 41, 31, 34, 35, 18, 25, 0, 1]","{""Monday"":26,""Tuesday"":25,""Wednesday"":27,""Thursday"":26,""Friday"":48,""Saturday"":40,""Sunday"":31}","{""android"":37,""ios"":24}",3000.0,0.002408258523,0.004084015845,8.422500764e-05,0.0007721045082,POINT (514317.23861837276 3693021.0736434846),0,[],[],0,"Restaurants and Other Eating Places-Full-Service Restaurants-Bar or Pub,Brunch,Late Night,Mexican Food",Restaurants,Other Restaurants,"{10730144062: 348.1933962264152, 11170303301: 138.0775681341719, 10730144121: 187.8055152394775, 10730144133: 167.55082166768105, 10730029003: 64.59489456159822, 10730144091: 205.13890696161357, 10730144132: 187.411320754717, 10730144102: 164.53396226415097}",4,7,35,49,108,100,44,84.97982708933718,347,223,1463.3063858098253,2.2989690721649483,3364.096124078258,"[181, 166, 75, 91, 91, 75, 91, 136, 106, 91, 106, 91, 121, 121, 136, 136, 121, 91, 91, 121, 91, 106, 121, 91, 106, 106, 91, 91, 166, 75, 91]","[0, 0, 0, 0, 0, 60, 0, 0, 75, 30, 166, 362, 362, 377, 422, 588, 619, 468, 513, 528, 272, 377, 0, 15]",3373,2155.5824778081987,1948.1082091935211
zzy-222@8gk-ygb-nyv,,Osaka Japanese Sushi & Steak House,111.0,"4290 Co Road Ste A, Helena, AL 35080.0, US",102.0,"[4,4,3,4,2,3,3,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,3,3,4,2]","{""011170303171"":23,""011250106022"":23,""011170306072"":23,""011170303362"":23}",9.0,11170303361,,,,Restaurants and Other Eating Places,Full-Service Restaurants,Japanese Food,722511.0,33.287584,-86.85995,4290 Co Rd # 52,Helena,AL,35080,,,,,,POLYGON,"POLYGON ((-86.86008088111707 33.28761346971454, -86.8599007557706 33.28772763366653, -86.85984189080077 33.287634759261735, -86.86002115323211 33.28751923458376, -86.86008088111707 33.28761346971454))",SHARED_POLYGON,False,,False,False,US,244.0,2023-12-01 00:00:00.000,2024-01-01 00:00:00.000,"{""01117030607"":23,""01125010602"":23,""01117030317"":23,""01117030336"":23}","{""011170306071"":23,""011170303362"":23,""010730129112"":23,""011170303171"":23}","{""US"":89}",,"{ ""<5"":93, ""5-20"":5, ""21-60"":2, ""61-240"":8, "">240"":0}","{""Publix Super Markets"":19,""Walmart"":17,""Walmart Pharmacy"":17,""Publix Pharmacy"":14,""Subway"":14,""Chevron"":11,""Marathon"":11,""Sunoco"":11,""America's Thrift Store"":8,""American Freight"":8,""CVS"":8,""CVS Pharmacy"":8,""State Farm"":8,""Beef 'O' Brady's"":5,""CITGO"":5,""Dollar General"":5,""Great Clips"":5,""Hunt Brothers Pizza"":5,""Jackson Hewitt Tax Service"":5}","{""Walmart"":76,""Walmart Pharmacy"":76,""Jackson Hewitt Tax Service"":68,""Walmart Vision Center"":68,""Subway"":65,""Walmart Auto Care Center"":65,""Publix Super Markets"":62,""Walmart Photo Center"":62,""Chevron"":56,""Marathon"":56,""Publix Pharmacy"":56,""Exxon Mobil"":51,""Woodforest National Bank"":51,""FedEx"":48,""Shell Oil"":45,""CVS Pharmacy"":42,""CVS"":39,""Mobil"":39,""Hunt Brothers Pizza"":37}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 31, 49, 0, 3, 0, 27, 14, 8, 0, 0, 0, 0]","{""Monday"":16,""Tuesday"":12,""Wednesday"":14,""Thursday"":14,""Friday"":19,""Saturday"":20,""Sunday"":16}","{""ios"":34,""android"":31}",1493.0,0.001224651922,0.0020680163,4.217935957e-05,0.000386390072,POINT (512375.20814054675 3682642.253198899),0,[],[],0,Restaurants and Other Eating Places-Full-Service Restaurants-Japanese Food,Restaurants,Other Restaurants,"{11170303171: 400.5, 11250106022: 174.43540268456377, 11170306072: 285.8735632183908, 11170303362: 248.89919354838713}",0,0,13,80,3,49,0,49.6551724137931,145,111,1109.7081594513418,1.088235294117647,1207.6235852852835,"[44, 44, 33, 44, 22, 33, 33, 44, 44, 44, 44, 33, 44, 44, 44, 44, 44, 44, 33, 33, 44, 44, 44, 33, 44, 44, 44, 33, 33, 44, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 109, 337, 533, 0, 33, 0, 294, 152, 87, 0, 0, 0, 0]",1221,1979.0537641957676,3641.2693111737944
226-222@8gk-tth-dy9,,Our Lady of Fatima Catholic Church,101.0,"708 1st St S, Birmingham, AL, 35205, US",57.0,"[3,3,4,3,3,3,3,3,3,5,3,3,3,3,3,3,5,3,3,3,3,3,3,6,3,3,3,2,3,3,4]","{""010730127031"":17,""010730124021"":17,""011250117032"":9,""010730131001"":9,""010730045001"":9,""010730107011"":9,""010730057021"":9}",68.0,10730051031,,,,Religious Organizations,Religious Organizations,Churches,813110.0,33.492127,-86.827572,708 1st St S,Birmingham,AL,35205,,,,,,POLYGON,"POLYGON ((-86.82753487799994 33.49226236100003, -86.82745429699997 33.49213642500007, -86.82746865999997 33.49209792100004, -86.82741429799995 33.49208407400005, -86.82745499299995 33.49197497600005, -86.82753265199995 33.49199475800003, -86.82766472799995 33.49193704600003, -86.82774799499998 33.49206717900006, -86.82769211699997 33.49209159500003, -86.82770823399994 33.49211678200004, -86.82764219499995 33.49214563900006, -86.82765831099994 33.49217082500007, -86.82759227299994 33.492199681000045, -86.82761376199994 33.49223326300006, -86.82782711599998 33.49214003700007, -86.82789695399998 33.492249181000034, -86.82757184199994 33.492391240000075, -86.82749931899997 33.492277899000044, -86.82753487799994 33.49226236100003))",OWNED_POLYGON,False,12053244138.0,False,False,US,1086.0,2023-12-01 00:00:00.000,2024-01-01 00:00:00.000,"{""01073012703"":17,""01073012402"":17,""01125011703"":9,""01073004500"":9,""01073013100"":9,""01073010701"":9,""01073005702"":9}","{""010730127031"":17,""010730124021"":17,""010730057021"":9,""010730107011"":9,""010210602001"":9,""011270204003"":9,""011250106023"":9}","{""US"":73}",,"{ ""<5"":47, ""5-20"":9, ""21-60"":7, ""61-240"":35, "">240"":0}","{""Subway"":13,""Walmart"":11,""Walmart Pharmacy"":11,""Jackson Hewitt Tax Service"":5,""Walmart Photo Center"":5,""Walmart Vision Center"":5,""Apple Retail Store"":3,""Econo Lodge"":3,""Golden Corral"":3,""PNC Financial Services"":3,""Sam's Club Fuel Center"":3,""University of Alabama at Birmingham (UAB) Health System"":3,""Zoës Kitchen"":3,""Arby's"":1,""Baskin Robbins"":1,""CITGO"":1,""CVS"":1,""CVS Pharmacy"":1,""Chick-fil-A"":1}","{""Walmart"":49,""Walmart Pharmacy"":49,""Jackson Hewitt Tax Service"":45,""Walmart Photo Center"":43,""Walmart Vision Center"":43,""Subway"":41,""Walmart Auto Care Center"":37,""Woodforest National Bank"":27,""Claire's"":19,""International Trucks"":19,""McDonald's"":19,""Quest Diagnostics"":19,""SmartStyle Family Hair Salons"":19,""University of Alabama at Birmingham (UAB) Health System"":19,""Walgreens"":19,""Walgreens Pharmacy"":19,""Chevron"":17,""Marathon"":17,""Shell Oil"":17}","[3, 26, 3, 0, 26, 26, 26, 28, 26, 12, 31, 28, 26, 26, 8, 7, 6, 21, 21, 12, 2, 5, 9, 7]","{""Monday"":12,""Tuesday"":12,""Wednesday"":12,""Thursday"":11,""Friday"":15,""Saturday"":15,""Sunday"":24}","{""android"":24,""ios"":6}",1364.0,0.004203954101,0.004918068641,3.922270204e-05,0.0003538565976,POINT (515352.3044452805 3705322.490196824),0,"['1st St S & 16th Ave S', '1st St S & 7th Ave S', '1st St S & Lady of Fatima']","[86.60832069138844, 84.55904640514042, 39.307544437275574]",3,Religious Organizations-Religious Organizations-Churches,Religious Organizations,Other Religious Organizations,"{10730127031: 182.09948979591837, 10730124021: 347.8770186335404, 10730131001: 102.41524609843937, 10730045001: 34.52630221763796, 10730107011: 146.57142857142856, 10730057021: 79.24017857142857}",84,92,59,52,21,54,23,23.18961038961039,385,101,892.7296638883934,1.7719298245614035,1581.8543167145215,"[47, 47, 63, 47, 47, 47, 47, 47, 47, 78, 47, 47, 47, 47, 47, 47, 78, 47, 47, 47, 47, 47, 47, 94, 47, 47, 47, 31, 47, 47, 63]","[47, 407, 47, 0, 407, 407, 407, 439, 407, 188, 486, 439, 407, 407, 125, 110, 94, 329, 329, 188, 31, 78, 141, 110]",1582,9286.741730820813,4452.768078120299
222-223@8gk-tsz-mrk,,Outpatient Mental Health and Substance Abuse Centers - 151 Industrial Dr,210.0,"151 Industrial Dr, Birmingham, AL, 35211, US",73.0,"[8,5,5,7,9,8,7,6,7,4,8,8,8,9,7,5,5,9,8,8,9,7,5,4,8,7,7,7,6,5,4]","{""010730112072"":5,""010730117032"":5,""010730121035"":5,""010439647002"":5,""010730141052"":4,""010730143021"":4,""010730113021"":4,""011150402033"":4,""010730115004"":4,""010730107051"":4,""010730045001"":4,""010730107041"":4,""010730107011"":4}",17.0,10730143021,SG_BRAND_e63cfc12bdfcb8e9,New Season,,Outpatient Care Centers,Outpatient Mental Health and Substance Abuse Centers,,621420.0,33.448813,-86.850378,151 Industrial Dr,Birmingham,AL,35211,"{ ""Mon"": [[""5:00"", ""13:30""]], ""Tue"": [[""5:00"", ""13:30""]], ""Wed"": [[""5:00"", ""13:30""]], ""Thu"": [[""5:00"", ""13:30""]], ""Fri"": [[""5:00"", ""13:30""]], ""Sat"": [[""6:00"", ""10:00""]], ""Sun"": [[""6:00"", ""10:00""]] }",,,,newseason.com,POLYGON,"POLYGON ((-86.85031766799995 33.44887506200007, -86.85031830099996 33.448751593000054, -86.85020343899998 33.44875119100004, -86.85020387799995 33.448665712000036, -86.85043934299995 33.448666538000055, -86.85043827199996 33.44887548600008, -86.85031766799995 33.44887506200007))",OWNED_POLYGON,False,,False,False,US,361.0,2023-12-01 00:00:00.000,2024-01-01 00:00:00.000,"{""01073011703"":5,""01073012103"":5,""01073011207"":5,""01043964700"":5,""01073014302"":4,""01073010705"":4,""01073011500"":4,""01115040203"":4,""01073010704"":4,""01073011302"":4,""01073004500"":4,""01073010701"":4,""01073014105"":4}","{""010730012001"":5,""010730121035"":5,""010730107051"":5,""010730107041"":5,""010730143021"":5,""010730141052"":4,""011150402033"":4,""010730112072"":4,""010439649001"":4,""010439647002"":4,""010730131003"":4,""010730144132"":4}","{""US"":40}",,"{ ""<5"":129, ""5-20"":35, ""21-60"":23, ""61-240"":19, "">240"":2}","{""Chevron"":15,""Shell Oil"":14,""Marathon"":12,""Dollar General Distribution"":10,""Subway"":10,""CITGO"":9,""Dollar General"":9,""Jackson Hewitt Tax Service"":9,""Walmart Pharmacy"":9,""BP"":7,""Comfort Inn"":7,""FedEx Freight"":7,""Hunt Brothers Pizza"":7,""Walmart"":7,""Walmart Auto Care Center"":7,""Walmart Photo Center"":7,""Walmart Vision Center"":7,""Woodforest National Bank"":7,""Auntie Anne's"":6}","{""Chevron"":45,""Subway"":45,""Shell Oil"":42,""Walmart Pharmacy"":42,""Jackson Hewitt Tax Service"":41,""Walmart"":41,""Walmart Auto Care Center"":41,""Walmart Photo Center"":41,""Walmart Vision Center"":38,""Hunt Brothers Pizza"":36,""CITGO"":33,""Marathon"":32,""Dollar General"":31,""Exxon Mobil"":29,""Woodforest National Bank"":29,""Lowe's"":25,""BP"":24,""CVS Pharmacy"":24,""International Trucks"":24}","[0, 8, 23, 12, 5, 80, 73, 23, 32, 28, 6, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","{""Monday"":32,""Tuesday"":32,""Wednesday"":31,""Thursday"":32,""Friday"":34,""Saturday"":27,""Sunday"":22}","{""android"":29,""ios"":4}",2844.0,4.926719202,4.926719202,7.933098019e-05,0.0007315918427,POINT (513240.76727852004 3700517.335211279),1,[],[],0,Outpatient Care Centers-Outpatient Mental Health and Substance Abuse Centers,Social Support,Substance Abuse Treatment Center,"{10730112072: 130.25461329030955, 10730117032: 57.92884047643286, 10730121035: 96.05749746707194, 10730141052: 102.3035460992908, 10730143021: 91.52538411301688, 10730113021: 48.98471819566606, 10730115004: 36.303889963464435, 10730107051: 161.8325326012354, 10730045001: 29.269529149704283, 10730107041: 55.984699976093715, 10730107011: 124.25531914893618}",128,156,18,0,0,0,0,24.52317880794702,302,210,934.7005704812223,2.8767123287671232,2688.8646548089955,"[102, 64, 64, 90, 115, 102, 90, 77, 90, 51, 102, 102, 102, 115, 90, 64, 64, 115, 102, 102, 115, 90, 64, 51, 102, 90, 90, 90, 77, 64, 51]","[0, 102, 294, 154, 64, 1024, 935, 294, 410, 359, 77, 154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2687,14962.013192082464,14962.013192082464
